bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	2.88604208531495e-07	0.000120463916536057	1.24131996423834e-06	6.28076021482993e-06	19.8415163276501	28.989495611691	31.1666226335939	1.34095370061585e-06	0.000299978772550572	8.29724397148788e-06	5.83651132158586e-05
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	3.6829310534614e-07	0.00284146274762423	1.92802031457536e-07	4.36456868717596e-05	18.8419683652258	38.8877659430566	34.1240409579489	1.69059847152867e-06	0.00513079292343522	1.88352753808516e-06	0.000205296378989388
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	4.05524542612667e-07	6.68219648433375e-08	0.000344454892313851	0.000638121513320318	45.5681366584008	32.0906794550427	35.4434071575898	1.83934346113603e-06	4.4665208079494e-07	0.00101734351915951	0.00194499437260033
PWY-7221: guanosine ribonucleotides de novo biosynthesis	5.29337927601681e-07	1.04765961907259e-07	0.000165460574994035	0.00100096142393478	-136.267095186177	-103.596838690813	-104.263408646609	2.37267941666165e-06	6.76539516723149e-07	0.000520995694815927	0.00288753371120078
PWY-1042: glycolysis IV (plant cytosol)	5.37985413773256e-07	6.20578491095747e-07	6.30563074996136e-05	9.29792431568093e-05	-173.473930103162	-150.887293857957	-170.121336377058	2.38340049590245e-06	3.19514060956054e-06	0.000216436514931106	0.000376862677050472
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	8.79222636251953e-07	1.00499633696851e-06	1.26565922637139e-05	0.00132181200431957	14.5722786674059	14.2804606829968	11.8124456751539	3.82515210474569e-06	4.78629505481252e-06	5.41815916008426e-05	0.00364935053366489
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	8.83499698733914e-07	9.75755970413161e-07	1.66296038839798e-05	0.000837744560320772	-35.4956975382407	-34.2913386368258	-30.119404619571	3.82515210474569e-06	4.72649811483481e-06	6.88682508673511e-05	0.00245523598063242
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	9.2035412846414e-07	0.000375746990906395	8.08424055923957e-08	0.0324454714497451	54.0987342401162	96.7644521828926	41.5396259432315	3.93994295443638e-06	0.000822756342157106	9.62529891584461e-07	0.0555445863794735
PWY-6263: superpathway of menaquinol-8 biosynthesis II	1.01222814130608e-06	0.00109922541187481	0.000877193225390245	1.77143026426504e-07	4.10355844846079	4.70159508949558	9.05005403725782	4.28509913152908e-06	0.00218127542668907	0.00224302428774284	4.4994328712332e-06
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1.09915111257131e-06	3.89703310943361e-06	6.19214416388235e-06	0.000543679555557495	-94.5941625697282	-103.690719013988	-89.8248725029078	4.60194037241393e-06	1.45565648499432e-05	3.04734487485246e-05	0.001711916617086
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1.20910833256715e-06	4.94315418207677e-05	3.23075592748916e-07	0.0298766539528454	75.6403694721091	110.413001221906	50.96700133117	5.00728559465311e-06	0.000135492211753327	2.56441251744452e-06	0.0529442100280656
P161-PWY: acetylene degradation	1.28865673754142e-06	1.10251413068085e-06	4.37378540428555e-05	0.000510429171521657	37.692712162691	34.6188369462191	33.6909411793175	5.22618561313859e-06	5.00068909273098e-06	0.000158705927526933	0.00164831894543052
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	1.29914284996424e-06	1.32056020129282e-06	0.000364626703999608	5.30139823318922e-05	72.6582463340281	58.1119045380307	77.6319544910619	5.22618561313859e-06	5.67711864599763e-06	0.00102984017866119	0.000232341054821071
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	1.30311714763298e-06	1.32579496671617e-06	0.000364904000313021	5.30542566126854e-05	72.6276187267126	58.0946099714262	77.6095789422885	5.22618561313859e-06	5.67711864599763e-06	0.00102984017866119	0.000232341054821071
PWY-6803: phosphatidylcholine acyl editing	1.39936652976402e-06	2.13293884761609e-07	0.000368544035705034	0.00222981038976685	31.7881900645105	23.3449771868511	23.0356085187166	5.55373591500097e-06	1.21291000140557e-06	0.00103246527649719	0.00577930447959979
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1.43027389309935e-06	3.13580866802973e-05	5.77954624456474e-07	0.0537128966830463	65.6972202410709	90.6384502666674	37.9414387118196	5.61787993062736e-06	9.33393048843225e-05	4.31766101799837e-06	0.0849154092790068
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	1.58666389826756e-06	1.90560335043737e-07	0.0010253292301533	0.00168525209693847	44.5028488895303	29.786202866113	32.9853256538943	6.16856066571368e-06	1.13442949455725e-06	0.00258708898469145	0.0044588961731497
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	1.68079955820133e-06	2.50409885289774e-05	0.000791649379434072	2.81937940413156e-06	10.2676776552016	8.99360349731521	15.1282431699628	6.46853163307784e-06	7.7565988858052e-05	0.00206587954496152	3.06909586564035e-05
