# Pathway	ERR1305877_Abundance	ERR1305878_Abundance	ERR1305879_Abundance	ERR1305880_Abundance	ERR1305881_Abundance	ERR1305882_Abundance	ERR1305883_Abundance	ERR1305884_Abundance	ERR1305885_Abundance	ERR1305886_Abundance	ERR1305887_Abundance	ERR1305888_Abundance	ERR1305889_Abundance	ERR1305890_Abundance	ERR1305891_Abundance	ERR1305892_Abundance	ERR1305893_Abundance	ERR1305894_Abundance	ERR1305895_Abundance	ERR1305896_Abundance	ERR1305897_Abundance	ERR1305898_Abundance	ERR1305899_Abundance	ERR1305900_Abundance	ERR1305901_Abundance	ERR1305902_Abundance	ERR1305903_Abundance	ERR1305904_Abundance	ERR1305905_Abundance	ERR1305906_Abundance	ERR1305907_Abundance	ERR1305908_Abundance	ERR1305909_Abundance
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	996.866	27516.3	9646.2	0	0	1855.38	2755.07	0	0	501.182	987.499	1797.62	2798.87	7507	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	981.323	2259.42	0	0	0	0	0	0	0	0	2764.85	0	795.454	469.533	918.108	969.683	2061.48	719.064	0	0	475.285	2449.87	5744.15
UNINTEGRATED|g__Bacteroides.s__Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1672.38	0	6385.49	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	4443.94	0	0	19094.4	12482.3	68643	4044.76	19856.5	0	0	7896.31	20209.9	8109.02	6155.25	12103.3	7656.81	2062.45	5177.52	2715.58	0	7858.45	21301	3271.95	4873.6	9915.93	3588.24	16554.6	14251.6	0	7791.82	13539.2	20407.4	20923.4
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0	0	9348.82	0	0	0	0	0	0	0	0	0	4038.88	932.204	1458.23	1719.11	559.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salanitronis	0	0	0	0	0	0	0	0	99.8379	4201.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	858.482	0	0	0	0	0	0	0	0	0	0	726.287	405.749	993.924	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_1_1_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488.19	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_1_1_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2214.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	1122.64	2321.72	0	0	0	0	0	0	0	0	0	1192.9	1482.9	0	2313.26	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25908.6
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0	0	0	0	10451.5	9442.5	8211.28	0	0	1167.32	273.096	0	0	0	0	0	1239.09	1332.97	2510.18	4925.58	12846.9	17768.8	1344.35	0	5273.14	4591.31	124580
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	607.721	614.707	0	8689.09	4742.26	4900.18	5667.42	10046.4	465.392	3853.36	5189.59	9620.83	3363.23	2171.94	2482.06	1701.65	0	0	0	0	1757.76	0	507.485	806.043	260.696	0	0	0	3610.29	2969.38	4855.49	10836.4	8304.33
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	29668.1	31482.8	62033.1	0	0	0	9896.57	146051	16603.3	94772.6	7114.47	13827.7	5642.8	7135.34	0	7412.07	2511.4	2044.78	1961.48	2908.83	12801.7	26797.5	8562.73	14597	17082	5609.29	30190	38259.1	6887.78	8869.35	32397.7	20300.6	70207.8
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	4412.08	66400.5	68244.7	62366.1	19995.6	74821.9	9704.21	139911	4171.39	109293	12793.9	132142	24683	7258.24	6575.89	9462.54	4099.18	4648.29	5207.78	6952.6	23758.6	11201.6	20418.7	15425.6	15344.2	82362.8	74369	137931	9772.7	15954	7192.17	18176.8	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	1549.78	3153.77	7574.14	3557.62	0	0	3439.55	12035.4	2555.88	15445.7	3792.92	9108.89	3377.98	0	2348.45	0	460.478	1842.19	711.837	3864.37	0	0	936.265	1335.08	2082.85	1251.93	8716.74	2634.19	0	2125.08	3662.88	8387.6	6335.25
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	805.068	0	0	0	0	0	0	0	0	0	2428.81	1596.52	1146.37	1533.42	2114.5	0	0	255.556	425.192	469.021	964.833	0	3825.76	5425.91	5136.57	599.1	14190.4	4238.01	0	0	4732.04	8988.43	2311.68
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	159.604	264.994	0	0	0	0	0	394.252	0	0	1738.06	47.7666	294.582	3708.13	468.228	113.933	8712.22	0	0	265.103	114.431	588.607	0	0	2017.1	66.0563	913.252	447.861	0	318.651	0	0	32.3654
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_animalis	77.5924	0	0	0	0	110.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	138.341	755.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	176.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_dentium	71.1102	182.349	0	0	0	0	0	0	4635.72	0	686.159	493.733	0	0	0	0	0	84.482	206.502	0	56.0313	0	0	406.751	0	102.347	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	1272.74	514.932	0	644.551	3386.99	603.886	4413.04	3331.19	524.842	227.261	341.462	395.612	2260.29	0	862.952	0	0	543.408	0	0	0	0	7004.93	182.48	0	0	163.679	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	326.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	1234.13	1401.96	5461.26	0	0	0	0	3844.83	0	1600.95	2300.79	1604.8	2939.75	0	2560.23	2165.44	0	5166.29	1751.92	665.005	944.79	0	1004.17	752.398	845.32	4000.1	1072.18	3107.08	1365.85	1526.29	903.808	995.001	644.118
UNINTEGRATED|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	1486.49	0	381.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_producta	0	0	0	0	0	0	0	0	147.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	762.456	1088.75	0	0	1006.51	1399.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2932	0	0	0	0	1669.3
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	9185.48	3232.28	6877.92	1937.29	3291.32	2116.07	11414.8	5478.42	7051.04	4659.97	3531.65	2316.15	1450.03	2881.76	4054.84	1570.46	11134	3552.56	3263.29	4048.9	5028.61	3433.36	4022.36	4387.67	8559.46	1081.03	1544.74	3262.12	1488.56	3049.49	2096.16	1890.08	3925.28
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	8681.71	5354.82	9464.62	2557.99	10102.3	4430.61	10474.5	4566.43	5488.58	3087.84	3788.73	7267.27	2002.87	3286.27	5424.25	1634.61	29237.2	1119.65	1375.49	973.693	3775.6	2231.65	1701.37	4371.95	10121.1	3933.93	3835.13	7516.84	3564.36	4507.79	545.234	0	4423.55
UNINTEGRATED|g__Brevundimonas.s__Brevundimonas_diminuta	0	0	174.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	128.319	0	0	0	0	0	0	0	0	80.6306	0	0	0	0	0	0	0	0	0	0	1205.8	359.832	417.627	2113.04	0	0	0	0	0	349.941	106.041	0
UNINTEGRATED|g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10641.4	0	35069.4	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	1372.52	1400.95	0	0	0	0	0	0	0	0	6482.82	4630.06	2574.79	619.594	4969.51	543.447	9555.8	1340.99	735.349	1514.12	0	0	0	0	0	0	0	0	722.104	1397.16	1550.32	681.043	0
UNINTEGRATED|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	5119.81	0	689.52	0	0	609.198	0	0	0	0	0	0	0	0	0	0	1031.38	0	0	0	0	0	5014.09	0	0	0	0
UNINTEGRATED|g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3722.23	6213.48	1585.85	0	0	0	0	4202.09	0	0	0
UNINTEGRATED|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	1344.87	0	0	0	0	0	0	0	0	0	789.316	0	0	0	0	0	0	0	0	0	727.739	0	0	0	0	405.102	409.529	0
UNINTEGRATED|g__Clostridium.s__Clostridium_asparagiforme	499.12	750.562	1715.19	614.808	357.764	558.199	0	0	0	0	0	479.868	0	0	0	345.752	0	297.358	491.39	410.765	450.923	0	1060.08	639.436	1105.59	121.091	628.401	327.505	509.991	0	581.852	505.136	0
UNINTEGRATED|g__Clostridium.s__Clostridium_bolteae	0	3770.58	8505.22	2696.71	2614.98	1910.38	2294.38	0	0	0	1997.61	2197.81	0	0	0	5380.05	3712.14	3121.72	2444.29	0	2642.78	0	1833.11	0	0	1235.31	1720.22	2960.19	1501.7	0	1303.31	1308.32	2343.69
UNINTEGRATED|g__Clostridium.s__Clostridium_citroniae	726.058	697.186	1468.23	0	0	454.406	0	1316.3	0	0	435.382	667.446	0	0	0	304.449	0	426.847	376.011	0	646.645	0	0	0	0	346.347	603.665	703.573	0	0	592.56	534.771	792.158
UNINTEGRATED|g__Clostridium.s__Clostridium_clostridioforme	0	0	0	0	0	3755.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4453.41	1888.7	0	0	0	1560.38	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_hathewayi	973.018	1271.06	2138.45	724.197	655.92	661.721	632.017	0	0	0	0	1123.93	0	0	0	0	0	195.467	0	0	976.957	0	0	0	0	0	0	0	577.306	0	336.799	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_leptum	0	2181.67	2858.35	0	2153.79	1992.75	2039.6	3594.45	2162.79	875.068	3123.28	0	0	2841.83	2271.65	0	1124.02	0	0	0	1001.38	0	0	1464.75	0	0	0	0	0	0	567.322	0	1880.68
UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens	0	155.683	0	0	0	0	0	0	0	0	0	173.311	0	0	0	0	0	0	0	0	0	0	0	193.774	0	1438.87	143.74	0	112.367	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	1126.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_symbiosum	0	1188.83	0	0	0	0	0	0	0	0	0	905.907	0	0	0	0	0	1065.48	857.879	0	1303	0	0	0	0	339.169	0	0	0	0	1124	1035.7	0
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	1942.65	1775.51	751.901	1299.54	749.166	0	3620.46	1601.15	3106.6	1185	8006.2	4003.79	949.068	495.342	1461.94	2160.89	4405.9	1115.19	777.183	1488.67	581.081	709.638	813.658	587.3	3440.13	400.076	3289.08	728.844	928.035	1333.55	778.136	140.057	401.364
UNINTEGRATED|g__Collinsella.s__Collinsella_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.468	0	0	0	0	0
UNINTEGRATED|g__Collinsella.s__Collinsella_tanakaei	0	0	0	175.87	1113.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	485.242	410.658	368.438	175.265	306.901	0	0	0	54.7781	806.133	695.025	0	151.465	245.869	2121.55	0	745.986	433.785	0	0	0	6702.95	4595.25
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	2238.51	1419.66	2029.22	859.461	0	0	1972.49	1336.27	0	0	834.698	887.643	462.047	806.361	1182.11	0	2194.55	946.646	815.201	621.261	1163.72	584.533	626.644	1082.24	2216.63	0	588.211	691.797	835.808	798.628	376.514	949.459	1346.66
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	4244.87	3022.04	7428.16	3915.49	8530.95	1848.19	12260	4731.88	25450.3	9392.87	2925.7	1736.25	1431.86	722.661	2569.27	562.163	32688.8	0	0	0	2985.17	1607.45	845.093	1142.05	4587.84	425.02	3006.22	2103.34	939.788	2587.23	667.676	606.462	3264.42
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11830.5	0	0	1696.87	0	0	0	0	0	0
UNINTEGRATED|g__Coprococcus.s__Coprococcus_sp_ART55_1	8653.3	6899.11	0	0	0	0	0	0	0	0	444.933	0	0	0	0	0	0	0	0	0	11294.9	6161.45	0	0	0	0	0	2247.89	0	763.781	0	0	0
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6782	0	33.8115	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	6263.4	3125.47	4984.29	1217.62	2112.87	2639.48	5601.75	0	0	0	0	0	0	0	0	0	0	0	0	0	8026.05	0	0
UNINTEGRATED|g__Dialister.s__Dialister_invisus	0	108.2	0	0	142.661	20612.5	174.09	0	20.6059	2078.1	0	0	0	0	0	0	0	0	0	0	0	0	72.933	7390.03	0	0	0	0	0	0	5.88065	18.4039	0
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	4488.28	3068.76	6757.69	1214.04	3655.32	791.831	3143.91	2261.12	3271.76	1897.18	2650.52	2542.49	688.004	1718.88	1951.57	548.282	3709.85	3455.11	2511.06	2890.64	2171.14	1253.2	1420.85	2758.22	4282.35	931.566	2402.55	2055.57	1167.28	2236.07	882.083	997.955	2920.79
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	6581.21	2105.65	6203.52	1305.33	3576.55	827.283	6058.04	2577.62	19368.9	4344.27	5210.45	3895.43	1219.16	910.477	4220.88	430.115	8400.05	2091.06	1848.47	5967.92	1902.82	1590.18	564.589	1441.43	2626.66	0	1173.63	0	820.099	2593.07	1255.45	1414.76	2119.9
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	1254.62	204.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	415.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929.835	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	929.871	687.556	1378.43	0	0	0	0	0	0	0	0	532.434	0	0	0	0	0	0	250.71	0	0	0	1196.39	1717.92	0	10182.3	890.342	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8043	0	0	0	0
UNINTEGRATED|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA	0	0	0	0	0	0	0	0	575.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1510.91	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	99.6343	0	5358.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0202	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_durans	0	0	0	0	0	0	0	0	3585.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
