bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
Klebsiella aerogenes	2.34146035893446e-12	2.0457570833315e-11	2.94157062938233e-09	1.55398049291341e-07	1.03554270248644	1.00194914775708	1.00832309620006	8.44746865051131e-10	5.3140585996619e-09	1.12367998042405e-06	5.04577466048983e-05
Veillonella parvula	3.30713234575342e-12	4.91983969956875e-12	2.89762877236468e-08	4.92877954555515e-07	1.02648052277947	0.879543304519787	0.914976360760798	1.13034302385909e-09	1.7749688338333e-09	5.84442014541001e-06	0.00010002341990261
Streptococcus sp. NPS 308	3.68216568347179e-12	2.56065871820095e-13	1.15872218053795e-06	0.000712410997050549	0.842054671827504	0.570516908703532	0.445562267862729	1.19559919742329e-09	1.84765752399967e-10	7.09881305699384e-05	0.00780168130665475
Veillonella dispar	4.51327863970619e-12	1.82613170561099e-11	2.88187841123834e-08	1.24169855490065e-07	1.00159028038054	0.887028791441106	0.976327065518222	1.35586623746646e-09	4.94120804009907e-09	5.84442014541001e-06	4.7389871250422e-05
Unclassified Raoultella Genus	4.59332571978166e-12	5.90663311348887e-11	5.96471180512447e-09	1.08908422572517e-07	0.772046251054172	0.748063046601117	0.780468242200423	1.35586623746646e-09	1.27858918129989e-08	1.7606744755672e-06	4.42032060116203e-05
Raoultella ornithinolytica	4.88598050907285e-12	2.53855287419559e-12	1.39905161142509e-07	2.30675487956598e-06	0.864806092425923	0.68077204998442	0.699242454550524	1.37954597503996e-09	1.09902415766841e-09	1.68248910455454e-05	0.000277408633109287
Longibaculum sp. KGMB06250	5.75783865031099e-12	1.14359059952458e-10	4.14396646888829e-09	5.6781887671805e-08	-0.543853717286485	-0.548926884112217	-0.5832067252165	1.50572103230218e-09	2.38552528841253e-08	1.34554591244803e-06	2.83647368108232e-05
Streptococcus sp. oral taxon 431	5.79658543387040e-12	4.95882965144849e-13	7.17181268907433e-07	0.00165094097445883	0.933672041114395	0.659427362200431	0.466599844137592	1.50572103230218e-09	3.22026397565065e-10	4.95465442583497e-05	0.0138516933955241
Leclercia sp. LSNIH1	6.67776944851539e-12	1.17549752431785e-10	3.74551939824869e-09	1.73002120068292e-07	0.829970209669069	0.835325690338193	0.841955256119809	1.66790133840996e-09	2.38552528841253e-08	1.34554591244803e-06	5.28613557531384e-05
Unclassified Kluyvera Genus	8.23008328154629e-12	1.10842699442475e-09	5.64106953503764e-09	1.30220554213768e-08	1.08348067512445	1.14610980093278	1.28953895500528	1.97948743816154e-09	1.43962498035886e-07	1.74443359812069e-06	8.28387502900721e-06
Blattabacterium clevelandi	1.16386900117504e-11	8.50408268675545e-12	2.11405256581203e-08	2.00895698554636e-05	-0.658679835935707	-0.582224075464309	-0.496623158799817	2.69934474772526e-09	2.62978633179952e-09	4.57621912079444e-06	0.000813104725989691
Blautia sp. SC05B48	1.29568578088879e-11	3.53354970430002e-12	1.32724158300723e-07	4.22073250452857e-05	-0.615171392293721	-0.49310791843248	-0.4319042533817	2.90144257279027e-09	1.34981598704261e-09	1.68246653978008e-05	0.0012990254447587
Raoultella planticola	3.70001806970777e-11	2.93323950560324e-11	2.62230112816547e-07	2.87627068200341e-06	0.757516270762983	0.623171423266889	0.651121844377706	8.00930578156075e-09	6.80302048192408e-09	2.50429757739802e-05	0.000311308363482169
Klebsiella sp. P1CD1	4.41020553409999e-11	3.80491636177768e-09	4.01170984187182e-09	1.87220693304925e-07	0.962832640407792	1.0829801464501	1.09151389850517	9.23866927046623e-09	3.43182317408115e-07	1.34554591244803e-06	5.28613557531384e-05
Unclassified Enterobacteriaceae Family	8.12432343622049e-11	3.24678982791988e-09	9.61254342987454e-09	5.58149326902994e-07	1.16491382355595	1.25169477655316	1.23162868896348	1.648729887338e-08	3.0120933060731e-07	2.49695428134421e-06	0.000100683936914112
Streptococcus parasanguinis	8.8952623045202e-11	1.80249252022948e-10	5.78473645920559e-08	5.99392855660225e-06	0.863249797368911	0.798505115634575	0.755566274626015	1.70948746269772e-08	3.34439612182007e-08	9.16245818684905e-06	0.000461654836093116
Citrobacter sp. FDAARGOS_156	8.95019613977865e-11	2.99859749136363e-09	8.70659402143413e-08	6.97697218009758e-08	0.911649159820123	0.899555243767116	1.05216997449045	1.70948746269772e-08	2.9064018073008e-07	1.17792961614986e-05	3.02056382250358e-05
Metakosakonia sp. MRY16-398	1.3128453879574e-10	6.21836124867167e-10	1.78087670866276e-07	8.42167195743358e-07	0.940155260358892	0.851528877328158	0.918512274778228	2.43589084268438e-08	9.39117161601717e-08	1.9601717535688e-05	0.000127186831840869
Erysipelotrichaceae bacterium GAM147	1.68020708457561e-10	2.7697196302132e-07	9.99059120443234e-10	2.05914207563096e-07	-0.580652043341956	-0.813443534542407	-0.782168878975409	3.00391348672312e-08	7.28200780510303e-06	4.63420709154169e-07	5.40375107026669e-05
Enterobacter cloacae complex sp.	1.7114998307477e-10	2.29620566488148e-09	1.70532821077413e-08	3.10745890052759e-06	0.789461066243963	0.824848678892069	0.767054339292779	3.00391348672312e-08	2.40509025608715e-07	3.81875910371284e-06	0.000325774681810697
Klebsiella sp. FDAARGOS_511	2.27156959908825e-10	9.56612598819796e-10	2.9699086048434e-08	1.44728803373716e-05	0.775422044768019	0.774406236235716	0.679538250637443	3.86095700299904e-08	1.26969387850423e-07	5.84442014541001e-06	0.000691080036109493
Citrobacter freundii complex sp. CFNIH9	2.32101560193598e-10	2.06962305670679e-09	7.01138465470024e-07	1.80174403777783e-07	0.971416634783242	0.860821087758383	1.05306461003048	3.86095700299904e-08	2.24568495516893e-07	4.89590666103477e-05	5.28613557531384e-05
Citrobacter sp. TSA-1	2.37816877302066e-10	1.17288333667105e-09	1.40539784342027e-06	2.08028606031209e-07	0.895854539542745	0.759705527940929	0.960846855747966	3.86095700299904e-08	1.46681754177962e-07	7.93517160817356e-05	5.40375107026669e-05
Citrobacter sp. NMI7904_11	2.58395749241913e-10	1.25473506422586e-09	5.66626295512101e-07	4.59183625891251e-07	0.86284569057101	0.765544368813762	0.897859321056195	4.04073840377999e-08	1.50893509390422e-07	4.18144450347225e-05	9.61915634367028e-05
Blautia coccoides	2.65877986294072e-10	2.08266811783296e-09	7.11963461882068e-09	0.000142293669489201	-0.517963212572822	-0.556076772162284	-0.398667989071862	4.04073840377999e-08	2.24568495516893e-07	2.01021335715746e-06	0.00269804118522259
Unclassified Veillonella Genus	2.71233591142561e-10	5.69888174043909e-10	2.39353333690675e-06	4.45858484340864e-07	0.791787265610317	0.643233045987328	0.811660792149739	4.04073840377999e-08	9.02647268839304e-08	0.000115867703969216	9.61915634367028e-05
Candidatus Planktophila versatilis	2.77765366263338e-10	1.23703139024324e-11	5.38430347040685e-05	0.00489563757831703	-0.514563058956069	-0.312436019274172	-0.246892923319354	4.04073840377999e-08	3.49273123836504e-09	0.00114266884760857	0.0303651102517582
Enterobacter hormaechei	2.80028666921339e-10	8.37612109501734e-10	7.95313751125936e-08	1.00830234245093e-05	0.871146197138971	0.830571632620726	0.770934445634441	4.04073840377999e-08	1.18248979110962e-07	1.09888670208762e-05	0.000554060326647184
Unclassified Psychrobacter Genus	2.86224155487957e-10	1.48229112694981e-10	2.61359354067839e-07	0.000101458490241085	-0.366003838837848	-0.31701053510033	-0.269573103058923	4.04073840377999e-08	2.83117605247414e-08	2.50429757739802e-05	0.00220413876376286
Enterobacter cloacae complex sp. FDA-CDC-AR_0132	3.06991321252781e-10	1.94437798982949e-08	1.29116858896051e-08	8.70636086509803e-07	0.744225594852949	0.850900793860536	0.835248910425103	4.24170561747991e-08	1.08132127695089e-06	3.2249418525806e-06	0.000128497971495333
Streptococcus mitis	4.15046219615078e-10	2.59621455523697e-11	2.93813257362198e-05	0.0236164288006855	0.776741250450547	0.501844020902924	0.305076015040325	5.61432849632837e-08	6.2443767858181e-09	0.000757152100519885	0.0945530756052105
Raoultella terrigena	4.26628066207968e-10	9.1747036301868e-10	2.18618132648303e-07	7.46520909140454e-06	0.789588446030842	0.725548006795273	0.71465164427612	5.61432849632837e-08	1.26767075264751e-07	2.22973918022529e-05	0.00049385134267307
Veillonella atypica	4.32270441663718e-10	1.17453822255221e-09	2.6503992709785e-06	4.39804066442426e-07	0.984968121092983	0.814328020999213	1.03278403241151	5.61432849632837e-08	1.46681754177962e-07	0.00012306008308958	9.61915634367028e-05
Enterobacter sp. N18-03635	4.44391523579668e-10	2.96657544614558e-09	7.799758083942e-08	3.9959011734985e-06	0.78548725575158	0.781880804927864	0.761892256199126	5.65858540024777e-08	2.9064018073008e-07	1.09888670208762e-05	0.000370026416938283
Enterobacter cloacae	4.84490225716172e-10	4.48403087317074e-09	1.37312483228125e-07	1.27468730302375e-06	0.684770631971223	0.676202780909013	0.713679361974866	6.05053754961696e-08	3.88257286538277e-07	1.68246653978008e-05	0.000172454569704922
Hungateiclostridium saccincola	5.31705124373616e-10	2.4130918538108e-10	2.14074225939862e-05	2.63440431135392e-06	-0.36741243592876	-0.258248597791263	-0.33746578607514	6.50765106987213e-08	4.12384697332825e-08	0.000599768685999736	0.000300137221016357
Citrobacter rodentium	5.41135136700177e-10	6.21914239075089e-09	2.34161522503279e-07	6.56919239583388e-07	0.819355685633114	0.79862177130155	0.887350150320725	6.50765106987213e-08	5.10615570078588e-07	2.30400746535802e-05	0.000112264040575119
Streptococcus sp. 116-D4	6.12651818165943e-10	5.19824060483951e-11	9.54296207849249e-06	0.00708230111685499	0.7225262971916	0.507775630226649	0.3463342128145	7.23374710394479e-08	1.16404739613199e-08	0.000317805106347334	0.0397171532408085
Cronobacter condimenti	6.56716236946409e-10	9.72487378789623e-09	4.758925548973e-08	4.45985482950541e-06	0.709970227716408	0.746192683944616	0.704869839938277	7.61556293344639e-08	7.01703670873313e-07	7.92422115770017e-06	0.000391382395443353
Sporolactobacillus terrae	7.03414437808192e-10	2.10943612973984e-09	1.37164780685565e-07	1.35200630398388e-05	-0.334989775557017	-0.322713307203681	-0.301700512905405	8.01398834934456e-08	2.24568495516893e-07	1.68246653978008e-05	0.000656422235464713
Citrobacter koseri	7.83533460335661e-10	6.85059534291889e-09	1.29803552570972e-07	2.85294945194603e-06	0.827889615963212	0.829956872958562	0.838930528352516	8.77287291624101e-08	5.35997182613437e-07	1.68246653978008e-05	0.000311308363482169
Caldicellulosiruptor obsidiansis	8.77895534046047e-10	3.52142191326616e-08	8.83926603623466e-09	1.35964063360749e-05	-0.332944123384638	-0.395259140796837	-0.332965147385307	9.66280270863564e-08	1.70657566453361e-06	2.39175806830449e-06	0.000656422235464713
Intestinibaculum porci	1.01396446794411e-09	1.58824242038801e-09	8.02507636623897e-07	7.04277223303064e-06	-0.410416181304201	-0.363168709505354	-0.380407947038527	1.0974475424715e-07	1.84179397821424e-07	5.48577325498483e-05	0.000492218425028139
Thermoanaerobacter mathranii	1.09885678334365e-09	4.3010959877584e-09	3.83818826654447e-08	0.000157748118159123	-0.517849719895873	-0.538702378770624	-0.409862882615639	1.16983212312027e-07	3.77450234385177e-07	6.73653908187563e-06	0.00286951338746595
Shewanella sp. FDAARGOS_354	1.1493765939008e-09	5.56864544797418e-10	1.32842545016805e-06	8.53133631344563e-05	-0.581287022834843	-0.483008100607799	-0.444368026423886	1.20387929045029e-07	9.02647268839304e-08	7.8425407939921e-05	0.00200733688476507
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	1.3229626283362e-09	4.2383036165952e-09	1.5340702488367e-06	1.81717699400806e-06	0.861730762107686	0.759881842741895	0.874860377968971	1.36370147752623e-07	3.77034845016017e-07	8.30187682995463e-05	0.000231387203903693
Enterobacter roggenkampii	1.38989386666566e-09	1.71159475035809e-08	4.35033391240768e-07	8.98834650340763e-07	0.782583140053302	0.77039545864041	0.866860797079309	1.41030793283231e-07	1.00136002782211e-06	3.42255031287891e-05	0.000129711827095843
Enterobacteriaceae bacterium S05	1.48199430505258e-09	5.49689789391081e-07	5.58503576816825e-08	2.60647222611241e-07	0.890227461495118	1.09615484898334	1.19387089529596	1.48062631030946e-07	1.19100941747074e-05	9.06730556962116e-06	6.26904838384223e-05
Candidatus Moranella endobia	1.60729585196862e-09	2.31361008776569e-08	1.44038780638411e-08	9.34531442306725e-05	0.510531806021533	0.58726330260729	0.447451311203442	1.5814817064673e-07	1.25204865916254e-06	3.46439941283644e-06	0.00210723860636801
Fictibacillus arsenicus	1.7039301081212e-09	3.98309713582472e-08	3.5458395934611e-07	5.54836564403155e-07	-0.291094385592366	-0.299546011131802	-0.342327537643973	1.61725269601352e-07	1.8586868261515e-06	3.07022430932485e-05	0.000100683936914112
Yokenella regensburgei	1.71659730874296e-09	6.36095770905011e-08	6.51094408392514e-08	2.72515188253651e-06	0.744654864538478	0.831530007351155	0.816894503535857	1.61725269601352e-07	2.56083215186844e-06	1.00671597335738e-05	0.000305123040089519
Butyrivibrio fibrisolvens	1.71836211926291e-09	1.78964674126245e-09	2.03141794508245e-06	1.12114474377117e-05	-0.349226460194924	-0.296027450643256	-0.315230709294462	1.61725269601352e-07	2.00378723064799e-07	0.000101477139502811	0.000582457117283998
Unclassified Cronobacter Genus	1.93191440622797e-09	6.25444795997098e-08	3.81324680125445e-08	8.00590790226086e-06	0.660318505134371	0.752815429925829	0.685108180325528	1.79226459343492e-07	2.54057730021585e-06	6.73653908187563e-06	0.000498748186808561
Raoultella electrica	1.99750394003217e-09	6.01261906356375e-09	4.32030008182016e-07	1.13064202127682e-05	0.621485743713846	0.589499819706371	0.583443351556957	1.82701275867168e-07	5.00589079471577e-07	3.42255031287891e-05	0.000582729308426324
Streptococcus pneumoniae	2.11253181614524e-09	1.29936886889732e-10	7.15599266971374e-05	0.0327445004316188	0.596539073699706	0.381813084424096	0.231166233404515	1.90538633528433e-07	2.5570004347331e-08	0.00140395819930879	0.120001572123551
Paenibacillus sp. FSL H7-0737	2.25080976079539e-09	8.01785879339771e-09	3.42271428463706e-07	1.4834309883989e-05	-0.371549369529157	-0.358286772449624	-0.344519259898735	2.00229569679524e-07	5.91681534140054e-07	3.04480911841549e-05	0.000698072524540758
Unclassified Enterobacterales Order	2.402863685802e-09	1.12837915162384e-08	1.08718902332103e-06	2.14431270494358e-06	0.546007073517764	0.50948811597546	0.574875305470291	2.1086752399457e-07	7.55432392850021e-07	6.78865915139115e-05	0.000262738994451012
Streptococcus gwangjuense	2.60901955595472e-09	1.9271329602117e-10	4.81981893245761e-05	0.0379373202753185	0.733933559835575	0.488290425395123	0.280054911114125	2.25906306618266e-07	3.47633373433745e-08	0.00105742919416823	0.13202838042225
Bacillus sp. Cs-700	2.71133782092647e-09	1.46597236727782e-05	9.34754678198855e-10	3.44351648923343e-05	-0.28473430271756	-0.48165687244282	-0.355252237894076	2.31676681698638e-07	0.000133392482190392	4.63420709154169e-07	0.0011526905196434
Raoultella sp. NCTC 9189	2.9315789795703e-09	1.05240391969291e-08	5.02764122574736e-07	8.29410450582116e-06	0.764885648629009	0.739231337960794	0.752101581712739	2.44991232281112e-07	7.27054367498487e-07	3.84111789647099e-05	0.000498748186808561
Salmonella enterica	2.9426110437214e-09	3.19122864919457e-08	2.19746392877146e-07	5.07863746047752e-06	0.654775946379899	0.680613351111785	0.683642585379437	2.44991232281112e-07	1.58197243113508e-06	2.22973918022529e-05	0.000424016562651112
Aeribacillus pallidus	3.26800475569655e-09	5.84105306415614e-10	7.55866627386158e-05	3.74455466813592e-05	-0.382285042592092	-0.254882855133778	-0.310744992588469	2.68638264348018e-07	9.03138061872142e-08	0.00145114096711228	0.00122431148633309
Streptococcus pseudopneumoniae	3.47424811142361e-09	2.08246752225911e-10	7.6708820323965e-05	0.0213698227790233	0.688813203105781	0.445073907680658	0.292405355764236	2.79117947098053e-07	3.65501191609478e-08	0.00145798278747301	0.0880556022379297
Leclercia adecarboxylata	3.48145268169731e-09	2.39229180924433e-08	3.06668782373638e-07	8.44815222496793e-06	0.615373146797933	0.623127609145105	0.617423103010761	2.79117947098053e-07	1.2734051646912e-06	2.83393728581869e-05	0.000498748186808561
Butyrivibrio proteoclasticus	3.79883480228216e-09	5.52257247879767e-09	1.45849646509623e-06	1.96729507863655e-05	-0.341483345480041	-0.30571507977063	-0.310243632298163	3.00849185439272e-07	4.65760852952105e-07	7.95922356666798e-05	0.000809346034320501
Citrobacter freundii	3.9495058334893e-09	7.46622153838015e-08	1.84874476740412e-06	5.25278795122615e-07	0.714715337655446	0.691003417437821	0.84600176652357	3.09013143164813e-07	2.8785841798246e-06	9.4533452909625e-05	0.000100328249868419
Clostridium estertheticum	4.1300847186676e-09	6.55557108520634e-09	9.76759018438137e-06	2.48897867201333e-06	-0.350362906083588	-0.287630615538784	-0.360740833453485	3.19294882893184e-07	5.19169251552804e-07	0.000320357225542286	0.000288632633858117
Butyrivibrio hungatei	4.80545558900758e-09	3.7168455362913e-08	3.28423135572046e-07	9.21138545049868e-06	-0.311025249865586	-0.319636214937606	-0.316393740006167	3.67136807000179e-07	1.76183904472086e-06	2.96219422556231e-05	0.000524725764171389
Candidatus Gracilibacteria bacterium HOT-871	6.0450481287333e-09	2.55501790805437e-08	3.75401637746267e-07	3.05690964858464e-05	-0.480291429295027	-0.482680198874444	-0.44763783747903	4.56137915413337e-07	1.33230474841277e-06	3.09290488797725e-05	0.00105944864423044
endosymbiont TC1 of Trimyema compressum	6.11087136448418e-09	1.17716210242916e-08	2.76368172853403e-05	1.20244675220455e-06	-0.355292488896881	-0.281121135694246	-0.388182293316813	4.56137915413337e-07	7.80050070732139e-07	0.000720777074100402	0.000166142323591838
Brevibacterium sp. YB235	6.22704565689247e-09	2.70350599169942e-10	0.000525550317665154	0.00214996028780337	-0.457740400853488	-0.257725583958142	-0.263490239399891	4.59527664725679e-07	4.50168407951181e-08	0.0060953861506674	0.0166410513814005
Unclassified Lelliottia Genus	6.40536157447968e-09	4.92978648121223e-08	5.95393753648629e-07	7.94369020008342e-06	0.913513395930832	0.916553650960033	0.931875214285235	4.67375483872709e-07	2.19274201431454e-06	4.32992566817176e-05	0.000498748186808561
Unclassified Citrobacter Genus	6.48306253125952e-09	9.60047957551919e-08	6.99900511405531e-06	3.96582430016594e-07	0.831833677474128	0.760010515750875	1.00956820312733	4.67788978644437e-07	3.42557771227591e-06	0.000249733731926787	9.197879644742e-05
Desulfosporosinus meridiei	6.66687438588554e-09	1.30183813598037e-08	2.74360232073158e-06	9.80325344847552e-06	-0.348332000591853	-0.31222392082012	-0.340288331853152	4.75765739142205e-07	8.53953217682476e-07	0.000124176250150724	0.000544122460635898
Pseudobutyrivibrio xylanivorans	7.00630709005168e-09	3.2207672913379e-09	2.75352325557502e-06	0.000288255469557886	-0.338983428643735	-0.288527723128933	-0.252209414904301	4.89517291882142e-07	3.0120933060731e-07	0.000124176250150724	0.0041918178243317
Unclassified Lachnospiraceae Family	7.01033386896199e-09	3.23000164029673e-09	1.45225906742855e-06	0.000660875340213666	-0.534365558945318	-0.473220687372294	-0.376670265085442	4.89517291882142e-07	3.0120933060731e-07	7.95922356666798e-05	0.0073867890866567
Erysipelothrix sp. 15TAL0474	7.4386948822891e-09	6.18426125437264e-08	5.13035528455204e-06	9.36970629423767e-07	-0.423768808543621	-0.389117354683882	-0.491796116400912	5.13903027293462e-07	2.54057730021585e-06	0.000197958769441177	0.000132275810162564
[Eubacterium] cellulosolvens	7.53641338224753e-09	7.79156202851008e-09	3.17051616213059e-06	3.30791527987072e-05	-0.340526700123513	-0.296854155846815	-0.303214027817644	5.15173352677005e-07	5.88353532710982e-07	0.00013726221304584	0.00111883342851461
Fusobacterium nucleatum	7.6877484378457e-09	7.09094600863869e-10	9.44832650222612e-05	0.106679508990115	0.647369405069543	0.429391195773063	0.199034243043145	5.20044149535104e-07	1.02330229733555e-07	0.00170437311959601	0.267584678015376
Streptococcus gordonii	7.83460452069562e-09	8.55846405280751e-08	3.33014446781917e-08	0.00174411406848015	0.568395822679003	0.659429930514774	0.404985955736515	5.24514657292756e-07	3.15787872493932e-06	6.17884519257649e-06	0.0144467815825384
Salinimonas sediminis	8.11832867597673e-09	1.93621727379543e-07	1.0359998977391e-06	8.34763689573018e-07	-0.352242818901955	-0.369955138460413	-0.436911030615084	5.37963534916254e-07	5.79437556498965e-06	6.59586601560559e-05	0.000127186831840869
Citrobacter sp. SNU WT2	9.33411792303218e-09	2.03024400156577e-07	2.46721544667613e-06	7.73042892041506e-07	0.778682830267578	0.777048404738294	0.952472727356889	6.12280422143141e-07	5.93892096674241e-06	0.000116949613946823	0.000122442452217501
Kluyvera sp. PO2S7	9.62642188184759e-09	1.01493846437222e-06	3.65972859212953e-06	1.31354740145919e-07	0.669328255780461	0.706275612121383	0.957040160785327	6.25139837007183e-07	1.82948442186592e-05	0.000151377563549613	4.7389871250422e-05
Raoultella sp. X13	9.73674896265209e-09	1.9791564494998e-07	6.71816497518035e-08	4.93194979103357e-05	0.546476299774854	0.644683678547448	0.542911923698823	6.26044037262006e-07	5.86878629363092e-06	1.014599147647e-05	0.00143623685842924
Enterobacter sp. SA187	1.00666606162036e-08	1.10248211056866e-07	9.71424703270844e-07	4.17297090013654e-06	0.619236383902313	0.631029167769808	0.682457062700169	6.40910725898299e-07	3.82177993252623e-06	6.30843202304086e-05	0.000371222918157352
Unclassified Erysipelotrichaceae Family	1.02994401895984e-08	2.26278957588562e-05	7.08517063245003e-08	7.04789203786891e-07	-0.358490286551979	-0.531385146509823	-0.561116602781918	6.49364704769436e-07	0.000186479130784279	1.03709707081456e-05	0.000115503095884364
Unclassified Clostridiaceae Family	1.14148712704321e-08	2.71609236939329e-08	9.60067054945918e-06	3.21059125899055e-06	-0.341640438694805	-0.296085661004139	-0.366538336788685	7.09688880462522e-07	1.37799248803438e-06	0.000318095686470346	0.000325774681810697
Citrobacter sp. TBCP-5362	1.14747971124984e-08	5.00644431512878e-08	8.89758047834839e-07	1.83186682119571e-05	0.623058817876915	0.619325251954187	0.616521072268726	7.09688880462522e-07	2.21169043418002e-06	5.95679253880355e-05	0.000777525695218623
Fervidobacterium pennivorans	1.16760119350801e-08	1.17519259806065e-07	1.1957816106342e-07	7.136327717907e-05	-0.319767303426592	-0.361100740786287	-0.304077908559683	7.1532095760764e-07	3.95424908383722e-06	1.5847766896854e-05	0.00181028563281594
Enterobacter cloacae complex sp. ECNIH7	1.27456269982673e-08	1.28954130287218e-07	1.89251997954126e-06	3.15507918309807e-06	0.834420088065415	0.827752108090227	0.936033472646362	7.73552352586429e-07	4.20818151801604e-06	9.60158183370386e-05	0.000325774681810697
Salmonella bongori	1.29960422423636e-08	8.29790047244223e-08	1.25053991392613e-06	8.09215343866329e-06	0.670122341492871	0.668568686417491	0.70772461358644	7.772020910373e-07	3.11483038543583e-06	7.51945018614473e-05	0.000498748186808561
Anaerostipes hadrus	1.30451228708139e-08	5.9248865273672e-08	5.11408090189536e-07	3.18828898754476e-05	-0.60264546989412	-0.621990930509467	-0.586466738198127	7.772020910373e-07	2.51478517050475e-06	3.86172574150098e-05	0.00108401825576522
Clostridium sp. BNL1100	1.38682867412143e-08	6.96936538742904e-09	7.14998207638344e-05	1.28743813556571e-05	-0.34364874383204	-0.250171350086527	-0.323811355978511	8.18733219067689e-07	5.38798319356716e-07	0.00140395819930879	0.000639495250585098
Bacillus jeotgali	1.45589640343502e-08	3.45406465959742e-09	4.2073968607746e-05	0.000102327123512821	-0.3472218765885	-0.254732633452897	-0.27980630436359	8.5176497692856e-07	3.15925294358108e-07	0.000955784154372739	0.00220413876376286
