Actinomycetales	Aeromonadales	Anaeroplasmatales	Bacillales	Bacteroidales	Bifidobacteriales	Burkholderiales	Campylobacterales	Clostridiales	Coriobacteriales	Corynebacteriales	Desulfovibrionales	Enterobacteriales	Erysipelotrichales	Fusobacteriales	Gastranaerophilales	Lactobacillales	Micrococcales	Mollicutes_RF9	NB1-n	Pasteurellales	Pseudomonadales	Rhodospirillales	Selenomonadales	Thermoanaerobacterales	Verrucomicrobiales	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624556	1.63189757476706	0	0	1.04429413432822	3.31564301679876	1.84005235841559	1.19653959765758	0	3.91271736821256	2.63920791267916	0	1.83516107896572	2.91261920067875	2.64837879901641	0	0	3.65827652224674	0.752003574575988	0	0	0	0	0	2.01404632536528	0	0.978816184965569	2.16637596152747	0355f060-1cde-11e6-9a08-68b599768938	WGS	500	13225000	PRJEB14082	SAMEA4008113	8204220	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694921	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634291	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008113	ERS1179223	ERS1179223	ERP015690	P3_Post	Post	P3	1
ERR1624559	1.70853605204392	0	0	1.46334923521271	3.59216086962557	0.903952134263094	1.25620300351006	0	3.77717752156747	2.51817807846197	0	1.89306715798829	3.54666304124477	3.0575080316852	0	0	3.17241840940363	1.08008440529101	0	0	1.32315760401411	0	0	2.52602704112023	0	0	1.62421103145557	036bc250-1cde-11e6-9a08-68b599768938	WGS	500	10149000	PRJEB14082	SAMEA4008116	6407488	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694924	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:25Z	public	Illumina MiSeq	16634294	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008116	ERS1179226	ERS1179226	ERP015690	P16_Post	Post	P16	1
ERR1624560	1.91860472421764	0	0	1.25682585393642	3.04092494374036	2.74073900246737	2.03317239309495	0	3.57581433165671	3.21069362373149	0	2.53870292617373	3.40311336918438	2.53727140042773	0.744334635734711	0	3.63805182012258	1.19836095208944	0	0	0	0	0	3.31220961889025	0	1.88773776287185	0.893528660203496	03731550-1cde-11e6-9a08-68b599768938	WGS	500	8820000	PRJEB14082	SAMEA4008117	5515838	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,s3,ena	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694925	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:25Z	public	Illumina MiSeq	16634295	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008117	ERS1179227	ERS1179227	ERP015690	P17_Post	Post	P17	1
ERR1624562	1.10967500266383	0	0	1.51402890013958	2.99276511681536	2.35522984417169	1.76630488312086	0	3.6417788297345	2.95680023043704	0	1.3757790301498	3.16032460734352	3.32130220524996	0	0	3.81786973885326	1.2509048525872	0	0	0	0	0	2.31554259125498	0	0	0.474042771858669	03831ae0-1cde-11e6-9a08-68b599768938	WGS	500	10102500	PRJEB14082	SAMEA4008119	6134509	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US,ena	ERC000011	9/12/16	11/16/18	ERX1694927	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634297	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008119	ERS1179229	ERS1179229	ERP015690	P19_Post	Post	P19	1
ERR1624564	1.29058138498047	0	0	0	3.47047813279965	3.02502573672076	1.34125272659067	0	3.82116886478493	3.04785912756189	0	1.75261456364632	2.95726597921657	3.2391129623012	1.74006936785559	0	3.29664476458921	0.916387780561145	0	0	0	0	0	2.44414331553171	0	1.98244797671218	1.78247819246239	03940ad0-1cde-11e6-9a08-68b599768938	WGS	500	12322500	PRJEB14082	SAMEA4008121	7643566	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694929	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634299	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008121	ERS1179231	ERS1179231	ERP015690	P24_Post	Post	P24	1
ERR1624565	1.26002395127529	0	0	0	3.50211542710859	2.60630057957215	1.42139893400562	0	3.84360786438097	2.88556413982544	0	1.97100518673248	3.33043510876268	2.92322843241378	0	0	3.33817668649831	0	1.62270761539945	0	0	0	0	2.08998981233178	0	1.74076438722533	2.11252327825636	039c9650-1cde-11e6-9a08-68b599768938	WGS	500	12360500	PRJEB14082	SAMEA4008122	7740507	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694930	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634300	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008122	ERS1179232	ERS1179232	ERP015690	P25_Post	Post	P25	1
ERR1624567	1.00405225462576	0	0	0.644453728238912	3.31186027991251	2.60450838447932	0.82500977108052	0	3.93525771747983	2.87904849445018	0	0.952163804071173	2.4636885790155	3.33802094411449	1.16555931763549	0	3.39923453157081	0.893223827697095	0	0	0.644453728238912	0	0	1.86101574532156	0	0.644453728238912	1.58559258843476	03abffa0-1cde-11e6-9a08-68b599768938	WGS	500	8877500	PRJEB14082	SAMEA4008124	5496869	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694932	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634302	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008124	ERS1179234	ERS1179234	ERP015690	P28_Post	Post	P28	1
ERR1624570	1.17119427696655	0	0	0	3.31891255656972	3.30365944381353	1.02866354893118	0	3.84311342871438	2.83786683195874	0	0	2.23682559455251	2.32478351106156	0	0	3.6492368610053	0	2.24714815924427	0	0	0	0	2.18902162317878	0	0.968440382440917	0.898500689299893	03c37f40-1cde-11e6-9a08-68b599768938	WGS	500	7211500	PRJEB14082	SAMEA4008127	4497951	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694935	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634305	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008127	ERS1179237	ERS1179237	ERP015690	P35_Post	Post	P35	1
ERR1624536	0	0	0	0	3.53241379820482	3.05629193611916	1.07423639469353	0	3.90807089453594	2.90350676923675	0	1.042514094526	1.30580643371693	2.92257150989663	0	0	2.49282454303579	0	0	0	0	0	0	3.3593581365284	0	0	1.70162408473261	029ab6b0-1cde-11e6-9a08-68b599768938	WGS	500	12263500	PRJEB14082	SAMEA4002728	7685807	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ncbi,ena,gs	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694901	SC	2016-09-12T16:42:14Z	2016-05-23T13:49:47Z	public	Illumina MiSeq	16634271	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4002728	ERS1173838	ERS1173838	ERP015690	P2_Pre	Pre	P2	0
ERR1624537	0.985406717181159	0	0	0.67353012151258	3.61701037958843	3.21929262301605	1.86965410967663	0	3.86447235090807	2.67474338902344	0	1.89090999454802	2.33793622915389	2.85166518369349	0	0	3.2030870504254	0	0	0	1.46961140542257	0	0	2.79083192931819	0	0	1.63457088960904	02aedaf0-1cde-11e6-9a08-68b599768938	WGS	500	8142500	PRJEB14082	SAMEA4008094	5106033	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694902	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634272	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008094	ERS1179204	ERS1179204	ERP015690	P3_Pre	Pre	P3	0
ERR1624538	0.87750091098085	0	0.729286298399139	0	3.75623672607953	1.55499764482766	1.77728359043904	0	3.8742744272092	2.48769731430612	0	1.64948088299087	0.987800272599886	2.95817765736405	0	0	3.22535514993112	0	0	0.987800272599886	0	0	0	2.8347859976635	0.729286298399139	0	1.35807766951887	02bdcf10-1cde-11e6-9a08-68b599768938	WGS	500	9114000	PRJEB14082	SAMEA4008095	5685375	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694903	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634273	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008095	ERS1179205	ERS1179205	ERP015690	P8_Pre	Pre	P8	0
ERR1624540	1.00229918961366	0	0	0	2.70195289943162	2.92110536425378	1.00229918961366	0	3.87199064215497	3.41465630820036	0	1.63215855342745	0.642949535604196	3.5724681971453	0	0	3.18432438188741	0	0	0	0.950435252755392	0	0	2.24371207835559	0	0	1.84528253879593	02d77190-1cde-11e6-9a08-68b599768938	WGS	500	9127000	PRJEB14082	SAMEA4008097	5706795	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694905	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:16Z	public	Illumina MiSeq	16634275	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008097	ERS1179207	ERS1179207	ERP015690	P16_Pre	Pre	P16	0
ERR1624541	1.00127982067497	0	0	0	2.9394392507007	3.17080132470726	1.39930501677677	0	3.99933201515839	3.16696189758379	0	0.779336398757047	1.58116803109375	2.97777027053578	0	0	1.70036340453782	0	0	0	0.478069632009764	0	0	3.31822985808567	0	0	0	02df60d0-1cde-11e6-9a08-68b599768938	WGS	500	10117500	PRJEB14082	SAMEA4008098	6356860	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694906	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:17Z	public	Illumina MiSeq	16634276	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008098	ERS1179208	ERS1179208	ERP015690	P17_Pre	Pre	P17	0
ERR1624543	0	0	0	0.517886212513999	3.6077607931254	2.19398901255201	1.6494267631818	0	3.99812669489819	2.78040105987729	0	2.00855878471588	1.9530297831546	2.91845721781489	0	0	2.75311753476031	0	0.747448109931396	0.403147257758982	0.973859839390533	0	0	2.70672777548783	0	0	1.61049034795644	02f0ed00-1cde-11e6-9a08-68b599768938	WGS	500	13089500	PRJEB14082	SAMEA4008100	8174060	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694908	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634278	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008100	ERS1179210	ERS1179210	ERP015690	P19_Pre	Pre	P19	0
ERR1624544	0.869830318812388	0	0	0.72209656974567	3.49513400669287	2.57723631978007	1.53751087032187	0	3.8559781903588	2.34315545954274	0	2.12074864538154	2.15453592953238	2.96970318714483	0	1.42554769514272	3.6196668865306	0.825942644129444	1.66154243509089	0	1.16234506713221	0	0	2.7197456655161	0	1.36322828984826	1.01111296162269	02f84000-1cde-11e6-9a08-68b599768938	WGS	500	14121000	PRJEB14082	SAMEA4008101	8667852	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694909	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634279	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008101	ERS1179211	ERS1179211	ERP015690	P22_Pre	Pre	P22	0
ERR1624546	0.791111605024951	0	0	0	3.49034887697696	2.90254127162133	1.11696471359867	0	4.01543997898571	2.60205449051996	0	1.78854858592392	2.76765623688588	3.08219213741759	0.435725076993002	0	2.2289312298892	0	1.88158668838703	0	0	0	0	2.1128736187646	0	1.46981668832014	1.55077871278607	0307d060-1cde-11e6-9a08-68b599768938	WGS	500	12057000	PRJEB14082	SAMEA4008103	7570386	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694911	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634281	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008103	ERS1179213	ERS1179213	ERP015690	P25_Pre	Pre	P25	0
ERR1624548	0	0	0	0	3.44099277465205	2.07029977431809	1.21679934679453	0	3.96586662974873	2.38452288449444	0	1.96275213913498	3.05092592965801	3.26708450678724	0	0	3.1386574937814	0	0.966273445724951	0	0	0	0.48617555781033	1.92716321990565	0	0	1.69447562729424	03182410-1cde-11e6-9a08-68b599768938	WGS	500	10003000	PRJEB14082	SAMEA4008105	6204049	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694913	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634283	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008105	ERS1179215	ERS1179215	ERP015690	P28_Pre	Pre	P28	0
ERR1624551	1.04031609463356	0	0	0.742966571899015	3.47660791721399	3.45767353138234	1.28176719929329	0	3.95812170043834	3.02453210521848	0	1.40617566331365	0	2.74848377260626	0	0	2.14523402299465	0	0	0	0	0	0	2.29807125027863	0	0	0.665248825851294	03312a50-1cde-11e6-9a08-68b599768938	WGS	500	11121000	PRJEB14082	SAMEA4008108	7014862	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694916	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634286	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008108	ERS1179218	ERS1179218	ERP015690	P35_Pre	Pre	P35	0
ERR1624557	0.81348827884206	0	0	0	3.57906049943442	2.1363370066324	2.06699947015197	0	3.93296275792722	2.67223643083631	2.71114801232922	1.26585353773293	1.00779118006599	2.99835625338758	0	0.574529577593338	2.23027189836072	0.574529577593338	0	0	0	0	0	3.32745854060076	0	0	1.55494763651514	035d1c50-1cde-11e6-9a08-68b599768938	WGS	500	10924000	PRJEB14082	SAMEA4008114	6808954	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694922	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634292	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008114	ERS1179224	ERS1179224	ERP015690	P8_Post	Post	P8	1
