Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Alcaligenaceae	Anaeroplasmataceae	Bacteroidaceae	Bacteroidales_S24-7_group	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Coriobacteriaceae	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Thermoanaerobacteraceae	Veillonellaceae	Verrucomicrobiaceae	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624556	1.90330749341283	1.63189757476706	0	0.752003574575988	0	2.63454880984339	0	1.84005235841559	0	0	0.90168300496181	2.74129417738273	1.9434406129379	0	2.63920791267916	0	0	1.83516107896572	2.91261920067875	1.38465946747723	2.64837879901641	0	1.04429413432822	1.62397089659478	0	3.5252624583018	0.807827094671116	0	0.752003574575988	1.04429413432822	0	0	2.09954023552	2.11271841767014	1.39832174105512	0	0	3.17193509538956	3.60418774735453	0	3.65486287607248	0	0	1.38465946747723	0.978816184965569	2.18435331802458	0355f060-1cde-11e6-9a08-68b599768938	WGS	500	13225000	PRJEB14082	SAMEA4008113	8204220	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694921	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634291	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008113	ERS1179223	ERS1179223	ERP015690	P3_Post	Post	P3	1
ERR1624559	2.45276812985515	1.70853605204392	0	1.11485282074068	0	3.28338016271454	0	0.903952134263094	0	0	1.59202454568463	2.01381284223889	2.87255678446025	0	2.51817807846197	0	0	1.89306715798829	3.54666304124477	2.43395083123089	3.0575080316852	0	1.46334923521271	1.8003101008228	0	3.50667737184979	0	0	1.08008440529101	0.778972381809284	1.32315760401411	0	1.85830400035643	2.30847636189549	3.16711847062385	0	0	2.50477276980524	3.2535949620793	0	3.07139165652881	0	0	1.72524247369913	0	1.65417581690656	036bc250-1cde-11e6-9a08-68b599768938	WGS	500	10149000	PRJEB14082	SAMEA4008116	6407488	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694924	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:25Z	public	Illumina MiSeq	16634294	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008116	ERS1179226	ERS1179226	ERP015690	P16_Post	Post	P16	1
ERR1624560	2.77523321662645	1.91860472421764	0	2.03317239309495	0	2.83261552438758	0	2.74073900246737	0	0	1.37571228135663	0	2.18915461150962	0	3.21069362373149	0	0	2.53870292617373	3.40311336918438	2.66439881282309	2.53727140042773	0	1.28334938917537	1.99491711543587	0.744334635734711	3.35548314655635	0.952474306680991	0	1.19836095208944	0	0	0	2.44848639314454	2.37589702898636	1.19836095208944	0	0	2.22590876989418	2.98433609999544	0.515246598020814	3.58593010500301	0	0	3.16351032339822	1.88773776287185	0.893528660203496	03731550-1cde-11e6-9a08-68b599768938	WGS	500	8820000	PRJEB14082	SAMEA4008117	5515838	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,s3,ena	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694925	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:25Z	public	Illumina MiSeq	16634295	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008117	ERS1179227	ERS1179227	ERP015690	P17_Post	Post	P17	1
ERR1624562	2.22071101710868	1.10967500266383	0	1.67671216924751	0	2.27186046390064	1.52698973364577	2.35522984417169	0	0	1.31781475250969	2.21288618288372	2.54069441973835	0	2.95680023043704	0	0	1.3757790301498	3.16032460734352	2.20759018889026	3.32130220524996	0	1.51402890013958	1.52698973364577	0	3.38772109344551	0.695273197606216	0	1.2509048525872	1.07494268283943	0	0	2.24091314497692	1.73582129261712	2.76916832802284	0	0	2.09578150733596	3.0891495827013	0	3.80554005827196	0	0	1.61873406024473	0	0.474042771858669	03831ae0-1cde-11e6-9a08-68b599768938	WGS	500	10102500	PRJEB14082	SAMEA4008119	6134509	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US,ena	ERC000011	9/12/16	11/16/18	ERX1694927	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634297	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008119	ERS1179229	ERS1179229	ERP015690	P19_Post	Post	P19	1
ERR1624564	0	1.29058138498047	0	1.34125272659067	0	3.26457206925848	0	3.02502573672076	0	0	1.41443671402194	2.81730653149387	0	0	3.04785912756189	0	0	1.75261456364632	2.95726597921657	0	3.2391129623012	1.53176050548308	0.916387780561145	1.90271393536135	1.74006936785559	3.5018735879781	0	0	0.916387780561145	0	0	0	1.77666749276782	2.34730927396334	0	0	0	2.95182869071329	3.4164635422305	0	3.29113320754897	0	0	2.44414331553171	1.98244797671218	1.83154678045332	03940ad0-1cde-11e6-9a08-68b599768938	WGS	500	12322500	PRJEB14082	SAMEA4008121	7643566	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694929	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634299	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008121	ERS1179231	ERS1179231	ERP015690	P24_Post	Post	P24	1
ERR1624565	0	1.26002395127529	0	1.33190938968637	0	3.42863215655859	0	2.60630057957215	0	0	0.707124139910756	2.77967690274363	1.36383245415749	1.19703654827518	2.88556413982544	0	0	1.97100518673248	3.33043510876268	3.16689279078366	2.92322843241378	0.771860593743188	0.631018585844659	1.78959847202442	0	3.59042966955225	0.707124139910756	0	0	0.771860593743188	0	0	1.69300743484713	2.35294063845346	1.63934257011378	0	0	2.35920714647608	3.36169025108806	0	2.84685813063848	0	0	2.08998981233178	1.74076438722533	2.29747087805575	039c9650-1cde-11e6-9a08-68b599768938	WGS	500	12360500	PRJEB14082	SAMEA4008122	7740507	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694930	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634300	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008122	ERS1179232	ERS1179232	ERP015690	P25_Post	Post	P25	1
ERR1624567	1.72663776470303	1.00405225462576	0	0.82500977108052	0	2.59832843472145	0	2.60450838447932	0	0	0	1.84720108261693	3.20790426046809	0	2.87904849445018	0	0	0.952163804071173	2.4636885790155	0	3.33802094411449	0	0	1.82561848084426	1.16555931763549	3.53592987739689	1.30801355518048	0	0.893223827697095	0	0.644453728238912	0	1.92417797700752	2.07218349679987	3.1570146936104	0	0	2.01411971018964	3.52457276508951	0.644453728238912	3.39587460113596	0	0	1.30801355518048	0.644453728238912	1.62244038514221	03abffa0-1cde-11e6-9a08-68b599768938	WGS	500	8877500	PRJEB14082	SAMEA4008124	5496869	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694932	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634302	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008124	ERS1179234	ERS1179234	ERP015690	P28_Post	Post	P28	1
ERR1624570	2.14829818300845	1.17119427696655	0	1.02866354893118	0	2.8657470324906	0	3.30365944381353	0	0	0.815094422365257	1.95859633432677	1.95193759150484	0	2.83786683195874	0	0	0	2.23682559455251	0	2.32478351106156	0	0	1.45733116554365	0	3.59139352081777	2.52777561064317	0	0	0	0	1.65573187408099	1.36419258273821	2.30737725949426	2.92601170427353	0	0	2.48668983640481	3.44617095202563	0	3.61461756601557	0	0	1.17119427696655	0.968440382440917	2.26382524181325	03c37f40-1cde-11e6-9a08-68b599768938	WGS	500	7211500	PRJEB14082	SAMEA4008127	4497951	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694935	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634305	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008127	ERS1179237	ERS1179237	ERP015690	P35_Post	Post	P35	1
ERR1624536	2.20579783867676	0	0	1.07423639469353	0	3.18573474037238	0	3.05629193611916	0	0	0	2.10445708677931	0	0	2.90350676923675	0	0	1.042514094526	1.30580643371693	0	2.92257150989663	0	0	1.41615936577074	0	3.70079628013103	0.544949395356097	0.544949395356097	0	0	0	0	0.971138186194209	2.89940831763493	3.00883773052601	0	0	1.54732957173084	3.46390543190707	0	2.48576644914492	0	0	3.32794407850495	0	1.90521185341642	029ab6b0-1cde-11e6-9a08-68b599768938	WGS	500	12263500	PRJEB14082	SAMEA4002728	7685807	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ncbi,ena,gs	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694901	SC	2016-09-12T16:42:14Z	2016-05-23T13:49:47Z	public	Illumina MiSeq	16634271	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4002728	ERS1173838	ERS1173838	ERP015690	P2_Pre	Pre	P2	0
ERR1624537	1.29176008966486	0.985406717181159	0	1.85488262917764	0	3.39799391461304	0	3.21929262301605	0	0	0	2.25068032484279	1.3672283082423	0	2.67474338902344	0	0	1.89090999454802	2.33793622915389	0	2.85166518369349	0	1.45097523416437	1.12662116139861	0	3.56810624369216	0	0	0	0.541206835576739	1.46961140542257	0	2.61509202571439	2.4852572387178	3.05184849747399	0	0	2.32285569224913	3.47271332201764	0	3.2030870504254	0	0	2.77757154891143	0	1.68181382331153	02aedaf0-1cde-11e6-9a08-68b599768938	WGS	500	8142500	PRJEB14082	SAMEA4008094	5106033	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694902	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634272	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008094	ERS1179204	ERS1179204	ERP015690	P3_Pre	Pre	P3	0
ERR1624538	0	0.87750091098085	0	1.77728359043904	0.729286298399139	3.45900162074165	0	1.55499764482766	0	0	0	2.3068952439895	2.59977010437429	1.29084396903809	2.48769731430612	0	0	1.64948088299087	0.987800272599886	0	2.95817765736405	0	0	0	0	3.42316733092161	3.21508845235906	0	0	0	0	0	2.61035121585236	3.17268215056277	2.85176825416137	0	0	2.80019226051037	3.58014202695256	0	1.60480363350406	0	0.729286298399139	2.8347859976635	0	1.62771651637092	02bdcf10-1cde-11e6-9a08-68b599768938	WGS	500	9114000	PRJEB14082	SAMEA4008095	5685375	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694903	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634273	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008095	ERS1179205	ERS1179205	ERP015690	P8_Pre	Pre	P8	0
ERR1624540	1.87248425746479	1.00229918961366	0	0	0	2.07441433239705	0	2.92110536425378	0.642949535604196	0	1.19621093051658	1.77702807217878	1.5291404620964	0	3.41465630820036	0	0	1.63215855342745	0.642949535604196	0	3.5724681971453	0	0	1.46673240019693	0	3.75801858860241	1.2264166656103	0	0	0.823355253899703	0.950435252755392	0	2.14672051517559	1.72472809347525	2.49600378162462	0	0	1.32979299213254	3.16459353710019	0	3.17555625534948	0	0	2.00738725844612	0	1.84528253879593	02d77190-1cde-11e6-9a08-68b599768938	WGS	500	9127000	PRJEB14082	SAMEA4008097	5706795	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694905	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:16Z	public	Illumina MiSeq	16634275	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008097	ERS1179207	ERS1179207	ERP015690	P16_Pre	Pre	P16	0
